BatchID,ProductionDate,ProductID,PlantID,WarehouseID,LineCode,PlannedCases,ProducedCases,GoodCases,RejectedCases,ScheduledMinutes,DowntimeMinutes,DowntimeReason,StandardCostPerCaseGBP,ActualConversionCostGBP
36345,2025-03-30,SKU015,PL02,WH02,L4,246,220,216,4,120,7,Material Wait,17.09,413.66
36346,2025-03-30,SKU018,PL02,WH02,L3,251,248,244,4,120,3,Changeover,21.48,597.49
36347,2025-03-30,SKU021,PL02,WH02,L2,254,248,244,4,120,2,Changeover,25.86,460.25
36348,2025-03-30,SKU024,PL02,WH02,L1,202,184,179,5,120,10,Material Wait,12.71,463.78
36349,2025-03-30,SKU027,PL02,WH02,L4,220,200,197,3,120,5,Cleaning,19.64,371.02
36350,2025-03-30,SKU030,PL02,WH02,L3,248,247,241,6,120,0,None,24.02,463.29
36351,2025-03-30,SKU033,PL02,WH02,L2,258,239,232,7,120,8,Material Wait,28.41,584.95
36352,2025-03-30,SKU036,PL02,WH02,L1,259,241,235,6,120,5,Material Wait,15.25,485.05
36353,2025-03-30,SKU039,PL02,WH02,L4,230,196,190,6,120,18,Mechanical,22.18,367.6
36354,2025-03-30,SKU042,PL02,WH02,L3,205,167,161,6,120,17,Changeover,26.56,375.56
36355,2025-03-30,SKU045,PL02,WH02,L2,247,220,212,8,120,10,Mechanical,30.95,532.06
36356,2025-03-30,SKU048,PL02,WH02,L1,244,228,221,7,120,6,Material Wait,17.79,563.16
36357,2025-03-30,SKU051,PL02,WH02,L4,242,216,211,5,120,8,Cleaning,24.72,548.09
36358,2025-03-30,SKU054,PL02,WH02,L3,246,224,219,5,120,8,Changeover,29.11,443.29
36359,2025-03-30,SKU057,PL02,WH02,L2,225,199,195,4,120,10,Mechanical,33.49,453.8
36360,2025-03-30,SKU060,PL02,WH02,L1,245,217,213,4,120,14,Material Wait,20.34,529.68
36361,2025-03-30,SKU002,PL03,WH03,L3,213,195,188,7,120,5,Cleaning,13.09,376.58
36362,2025-03-30,SKU005,PL03,WH03,L2,236,198,193,5,120,13,Material Wait,17.48,477.9
36363,2025-03-30,SKU008,PL03,WH03,L1,236,208,205,3,120,9,Cleaning,21.86,441.95
36364,2025-03-30,SKU011,PL03,WH03,L4,254,220,215,5,120,17,Mechanical,26.25,413.96
36365,2025-03-30,SKU014,PL03,WH03,L3,239,191,186,5,120,18,Material Wait,15.63,348.17
36366,2025-03-30,SKU017,PL03,WH03,L2,245,201,198,3,120,16,Material Wait,20.02,485.22
36367,2025-03-30,SKU020,PL03,WH03,L1,243,223,216,7,120,9,Changeover,24.4,490.49
36368,2025-03-30,SKU023,PL03,WH03,L4,223,199,195,4,120,7,Changeover,28.79,463.24
36369,2025-03-30,SKU026,PL03,WH03,L3,229,210,205,5,120,4,Mechanical,18.18,475.61
36370,2025-03-30,SKU029,PL03,WH03,L2,209,192,187,5,120,8,Mechanical,22.56,473.38
36371,2025-03-30,SKU032,PL03,WH03,L1,202,193,190,3,120,5,Mechanical,26.95,352.15
36372,2025-03-30,SKU035,PL03,WH03,L4,211,206,200,6,120,4,Cleaning,31.33,393.61
36373,2025-03-30,SKU038,PL03,WH03,L3,214,177,174,3,120,17,Material Wait,20.72,376.11
36374,2025-03-30,SKU041,PL03,WH03,L2,244,242,236,6,120,1,Mechanical,25.1,576.41
36375,2025-03-30,SKU044,PL03,WH03,L1,235,208,203,5,120,15,Mechanical,29.49,483.95
36376,2025-03-30,SKU047,PL03,WH03,L4,227,183,177,6,120,17,Changeover,33.87,339.02
36377,2025-03-30,SKU050,PL03,WH03,L3,225,200,197,3,120,13,Cleaning,23.26,501.08
36378,2025-03-30,SKU053,PL03,WH03,L2,210,188,183,5,120,14,Changeover,27.64,368.98
36379,2025-03-30,SKU056,PL03,WH03,L1,202,173,168,5,120,17,Mechanical,32.03,348.87
36380,2025-03-30,SKU059,PL03,WH03,L4,200,191,184,7,120,0,None,36.41,358.46
36381,2025-03-30,SKU001,PL04,WH04,L2,219,200,194,6,120,12,Mechanical,11.63,383.63
36382,2025-03-30,SKU004,PL04,WH04,L1,233,231,226,5,120,3,Changeover,16.01,521.45
36383,2025-03-30,SKU007,PL04,WH04,L4,201,186,183,3,120,3,Changeover,20.4,342.82
36384,2025-03-30,SKU010,PL04,WH04,L3,243,230,222,8,120,3,Cleaning,24.78,547.92
36385,2025-03-30,SKU013,PL04,WH04,L2,228,202,199,3,120,12,Material Wait,14.17,453.35
36386,2025-03-30,SKU016,PL04,WH04,L1,239,193,189,4,120,17,Cleaning,18.56,494.47
36387,2025-03-30,SKU019,PL04,WH04,L4,252,226,221,5,120,9,Cleaning,22.94,487.28
36388,2025-03-30,SKU022,PL04,WH04,L3,207,190,184,6,120,8,Material Wait,27.33,373.41
36389,2025-03-30,SKU025,PL04,WH04,L2,260,238,232,6,120,10,Changeover,16.71,578.79
36390,2025-03-30,SKU028,PL04,WH04,L1,246,233,229,4,120,0,None,21.1,503.76
36391,2025-03-30,SKU031,PL04,WH04,L4,217,193,187,6,120,10,Cleaning,25.48,394.44
36392,2025-03-30,SKU034,PL04,WH04,L3,213,181,175,6,120,18,Material Wait,29.87,444.2
36393,2025-03-30,SKU037,PL04,WH04,L2,230,211,205,6,120,4,Material Wait,19.26,410.03
36394,2025-03-30,SKU040,PL04,WH04,L1,213,187,183,4,120,12,Material Wait,23.64,390.19
36395,2025-03-30,SKU043,PL04,WH04,L4,224,194,187,7,120,16,Changeover,28.03,464.07
36396,2025-03-30,SKU046,PL04,WH04,L3,225,221,218,3,120,3,Changeover,32.41,411.14
36397,2025-03-30,SKU049,PL04,WH04,L2,203,170,167,3,120,16,Mechanical,21.8,406.02
36398,2025-03-30,SKU052,PL04,WH04,L1,202,177,173,4,120,13,Changeover,26.18,368.14
36399,2025-03-30,SKU055,PL04,WH04,L4,260,253,248,5,120,2,Cleaning,30.57,470.92
36400,2025-03-30,SKU058,PL04,WH04,L3,232,191,187,4,120,16,Changeover,34.95,459.9
36401,2025-03-31,SKU003,PL01,WH01,L4,202,195,189,6,120,3,Material Wait,14.55,434.65
36402,2025-03-31,SKU006,PL01,WH01,L3,233,209,206,3,120,9,Mechanical,18.94,429.99
36403,2025-03-31,SKU009,PL01,WH01,L2,232,218,214,4,120,7,Mechanical,23.32,488.9
36404,2025-03-31,SKU012,PL01,WH01,L1,202,185,181,4,120,6,Changeover,10.17,413.56
36405,2025-03-31,SKU015,PL01,WH01,L4,240,211,207,4,120,11,Mechanical,17.09,540.56
36406,2025-03-31,SKU018,PL01,WH01,L3,219,203,200,3,120,4,Changeover,21.48,520.42
36407,2025-03-31,SKU021,PL01,WH01,L2,224,205,198,7,120,5,Mechanical,25.86,502.44
36408,2025-03-31,SKU024,PL01,WH01,L1,227,206,203,3,120,11,Mechanical,12.71,377.36
36409,2025-03-31,SKU027,PL01,WH01,L4,236,226,219,7,120,7,Mechanical,19.64,579.64
36410,2025-03-31,SKU030,PL01,WH01,L3,257,244,236,8,120,2,Mechanical,24.02,561.97
36411,2025-03-31,SKU033,PL01,WH01,L2,209,178,175,3,120,14,Material Wait,28.41,334.69
36412,2025-03-31,SKU036,PL01,WH01,L1,222,184,181,3,120,16,Mechanical,15.25,417.04
36413,2025-03-31,SKU039,PL01,WH01,L4,202,190,187,3,120,8,Material Wait,22.18,434.98
36414,2025-03-31,SKU042,PL01,WH01,L3,250,242,236,6,120,4,Changeover,26.56,544.8
36415,2025-03-31,SKU045,PL01,WH01,L2,233,227,222,5,120,4,Mechanical,30.95,419.88
36416,2025-03-31,SKU048,PL01,WH01,L1,252,224,221,3,120,13,Cleaning,17.79,419.68
36417,2025-03-31,SKU051,PL01,WH01,L4,227,186,183,3,120,18,Material Wait,24.72,440.87
36418,2025-03-31,SKU054,PL01,WH01,L3,243,202,197,5,120,14,Mechanical,29.11,452.36
36419,2025-03-31,SKU057,PL01,WH01,L2,237,198,195,3,120,17,Cleaning,33.49,437.99
36420,2025-03-31,SKU060,PL01,WH01,L1,238,203,199,4,120,18,Material Wait,20.34,483.13
36421,2025-03-31,SKU002,PL02,WH02,L3,237,214,210,4,120,10,Material Wait,13.09,550.82
36422,2025-03-31,SKU005,PL02,WH02,L2,237,208,201,7,120,12,Cleaning,17.48,392.1
36423,2025-03-31,SKU008,PL02,WH02,L1,228,190,184,6,120,18,Mechanical,21.86,436.61
36424,2025-03-31,SKU011,PL02,WH02,L4,238,213,209,4,120,13,Material Wait,26.25,478.09
36425,2025-03-31,SKU014,PL02,WH02,L3,239,226,220,6,120,3,Cleaning,15.63,528.74
36426,2025-03-31,SKU017,PL02,WH02,L2,225,198,194,4,120,13,Mechanical,20.02,476.58
36427,2025-03-31,SKU020,PL02,WH02,L1,252,244,240,4,120,5,Changeover,24.4,525.04
36428,2025-03-31,SKU023,PL02,WH02,L4,255,241,235,6,120,2,Material Wait,28.79,563.75
36429,2025-03-31,SKU026,PL02,WH02,L3,239,230,226,4,120,6,Mechanical,18.18,521.26
36430,2025-03-31,SKU029,PL02,WH02,L2,208,200,193,7,120,5,Mechanical,22.56,396.76
36431,2025-03-31,SKU032,PL02,WH02,L1,208,185,182,3,120,12,Material Wait,26.95,411.71
36432,2025-03-31,SKU035,PL02,WH02,L4,209,179,175,4,120,17,Changeover,31.33,375.31
36433,2025-03-31,SKU038,PL02,WH02,L3,229,200,193,7,120,13,Material Wait,20.72,379.42
36434,2025-03-31,SKU041,PL02,WH02,L2,220,188,184,4,120,13,Changeover,25.1,472.86
36435,2025-03-31,SKU044,PL02,WH02,L1,230,195,190,5,120,16,Mechanical,29.49,488.91
36436,2025-03-31,SKU047,PL02,WH02,L4,255,214,210,4,120,14,Changeover,33.87,529.5
36437,2025-03-31,SKU050,PL02,WH02,L3,218,184,181,3,120,14,Cleaning,23.26,445.74
36438,2025-03-31,SKU053,PL02,WH02,L2,237,220,217,3,120,5,Material Wait,27.64,426.75
36439,2025-03-31,SKU056,PL02,WH02,L1,259,223,215,8,120,17,Material Wait,32.03,456.84
36440,2025-03-31,SKU059,PL02,WH02,L4,204,173,170,3,120,14,Cleaning,36.41,395.38
36441,2025-03-31,SKU001,PL03,WH03,L2,221,180,176,4,120,16,Mechanical,11.63,339.95
36442,2025-03-31,SKU004,PL03,WH03,L1,249,219,212,7,120,16,Material Wait,16.01,543.95
36443,2025-03-31,SKU007,PL03,WH03,L4,237,211,206,5,120,9,Mechanical,20.4,390.3
36444,2025-03-31,SKU010,PL03,WH03,L3,255,239,236,3,120,6,Cleaning,24.78,541.63
36445,2025-03-31,SKU013,PL03,WH03,L2,225,207,204,3,120,11,Mechanical,14.17,447.0
36446,2025-03-31,SKU016,PL03,WH03,L1,226,200,195,5,120,10,Changeover,18.56,388.04
36447,2025-03-31,SKU019,PL03,WH03,L4,218,183,179,4,120,17,Changeover,22.94,426.71
36448,2025-03-31,SKU022,PL03,WH03,L3,204,187,181,6,120,5,Cleaning,27.33,428.42
36449,2025-03-31,SKU025,PL03,WH03,L2,224,195,193,2,120,17,Cleaning,16.71,497.94
36450,2025-03-31,SKU028,PL03,WH03,L1,217,202,199,3,120,9,Changeover,21.1,474.71
36451,2025-03-31,SKU031,PL03,WH03,L4,258,244,239,5,120,1,Changeover,25.48,526.68
36452,2025-03-31,SKU034,PL03,WH03,L3,219,195,190,5,120,8,Changeover,29.87,354.64
36453,2025-03-31,SKU037,PL03,WH03,L2,259,217,213,4,120,13,Changeover,19.26,539.78
36454,2025-03-31,SKU040,PL03,WH03,L1,233,215,208,7,120,11,Changeover,23.64,426.02
36455,2025-03-31,SKU043,PL03,WH03,L4,202,196,191,5,120,3,Material Wait,28.03,370.7
36456,2025-03-31,SKU046,PL03,WH03,L3,204,174,170,4,120,11,Material Wait,32.41,438.3
36457,2025-03-31,SKU049,PL03,WH03,L2,202,176,172,4,120,15,Cleaning,21.8,419.87
36458,2025-03-31,SKU052,PL03,WH03,L1,229,220,215,5,120,4,Cleaning,26.18,509.52
36459,2025-03-31,SKU055,PL03,WH03,L4,259,217,211,6,120,18,Material Wait,30.57,544.72
36460,2025-03-31,SKU058,PL03,WH03,L3,238,228,224,4,120,0,None,34.95,440.33
36461,2025-03-31,SKU003,PL04,WH04,L4,254,256,251,5,120,1,Changeover,14.55,662.32
36462,2025-03-31,SKU006,PL04,WH04,L3,222,216,209,7,120,1,Changeover,18.94,428.32
36463,2025-03-31,SKU009,PL04,WH04,L2,230,191,188,3,120,16,Mechanical,23.32,359.51
36464,2025-03-31,SKU012,PL04,WH04,L1,236,215,207,8,120,4,Material Wait,10.17,454.31
36465,2025-03-31,SKU015,PL04,WH04,L4,233,229,224,5,120,1,Mechanical,17.09,569.67
36466,2025-03-31,SKU018,PL04,WH04,L3,221,210,203,7,120,1,Changeover,21.48,422.37
36467,2025-03-31,SKU021,PL04,WH04,L2,216,173,167,6,120,18,Changeover,25.86,328.87
36468,2025-03-31,SKU024,PL04,WH04,L1,243,203,197,6,120,13,Cleaning,12.71,501.47
36469,2025-03-31,SKU027,PL04,WH04,L4,211,190,186,4,120,5,Material Wait,19.64,448.07
36470,2025-03-31,SKU030,PL04,WH04,L3,225,203,200,3,120,7,Mechanical,24.02,424.38
36471,2025-03-31,SKU033,PL04,WH04,L2,239,206,201,5,120,17,Cleaning,28.41,484.26
36472,2025-03-31,SKU036,PL04,WH04,L1,219,190,185,5,120,10,Material Wait,15.25,490.46
36473,2025-03-31,SKU039,PL04,WH04,L4,244,205,201,4,120,15,Mechanical,22.18,403.89
36474,2025-03-31,SKU042,PL04,WH04,L3,220,207,201,6,120,9,Material Wait,26.56,513.37
36475,2025-03-31,SKU045,PL04,WH04,L2,255,219,211,8,120,11,Cleaning,30.95,540.72
36476,2025-03-31,SKU048,PL04,WH04,L1,228,195,192,3,120,14,Cleaning,17.79,494.44
36477,2025-03-31,SKU051,PL04,WH04,L4,243,213,206,7,120,13,Mechanical,24.72,425.04
36478,2025-03-31,SKU054,PL04,WH04,L3,257,233,224,9,120,10,Material Wait,29.11,602.07
36479,2025-03-31,SKU057,PL04,WH04,L2,220,202,199,3,120,11,Cleaning,33.49,480.68
36480,2025-03-31,SKU060,PL04,WH04,L1,202,181,174,7,120,14,Cleaning,20.34,451.94
36481,2025-04-01,SKU002,PL01,WH01,L3,229,192,188,4,120,15,Mechanical,13.09,376.72
36482,2025-04-01,SKU005,PL01,WH01,L2,215,193,186,7,120,9,Mechanical,17.48,375.65
36483,2025-04-01,SKU008,PL01,WH01,L1,216,191,187,4,120,13,Mechanical,21.86,398.25
36484,2025-04-01,SKU011,PL01,WH01,L4,222,194,188,6,120,15,Cleaning,26.25,454.88
36485,2025-04-01,SKU014,PL01,WH01,L3,226,206,203,3,120,10,Material Wait,17.39,429.83
36486,2025-04-01,SKU017,PL01,WH01,L2,210,197,193,4,120,6,Material Wait,22.26,389.05
36487,2025-04-01,SKU020,PL01,WH01,L1,200,180,175,5,120,10,Cleaning,27.14,334.89
36488,2025-04-01,SKU023,PL01,WH01,L4,200,176,171,5,120,10,Material Wait,32.02,402.96
36489,2025-04-01,SKU026,PL01,WH01,L3,218,195,188,7,120,11,Changeover,18.18,372.39
36490,2025-04-01,SKU029,PL01,WH01,L2,253,241,233,8,120,0,None,22.56,555.59
36491,2025-04-01,SKU032,PL01,WH01,L1,203,194,188,6,120,0,None,26.95,431.88
36492,2025-04-01,SKU035,PL01,WH01,L4,224,204,199,5,120,9,Material Wait,31.33,476.94
36493,2025-04-01,SKU038,PL01,WH01,L3,227,187,182,5,120,17,Material Wait,20.72,463.37
36494,2025-04-01,SKU041,PL01,WH01,L2,207,178,174,4,120,12,Mechanical,25.1,380.05
36495,2025-04-01,SKU044,PL01,WH01,L1,253,222,216,6,120,16,Mechanical,29.49,509.49
36496,2025-04-01,SKU047,PL01,WH01,L4,260,258,252,6,120,2,Changeover,33.87,637.55
36497,2025-04-01,SKU050,PL01,WH01,L3,253,241,233,8,120,5,Changeover,25.87,556.94
36498,2025-04-01,SKU053,PL01,WH01,L2,254,244,237,7,120,3,Changeover,30.75,575.41
36499,2025-04-01,SKU056,PL01,WH01,L1,235,209,205,4,120,8,Changeover,35.62,448.49
36500,2025-04-01,SKU059,PL01,WH01,L4,201,191,185,6,120,5,Material Wait,40.5,467.2
36501,2025-04-01,SKU001,PL02,WH02,L2,214,189,183,6,120,12,Changeover,11.63,416.33
36502,2025-04-01,SKU004,PL02,WH02,L1,231,204,199,5,120,14,Material Wait,16.01,478.09
36503,2025-04-01,SKU007,PL02,WH02,L4,242,216,212,4,120,10,Changeover,20.4,450.5
36504,2025-04-01,SKU010,PL02,WH02,L3,217,200,194,6,120,3,Changeover,24.78,431.72
36505,2025-04-01,SKU013,PL02,WH02,L2,214,187,182,5,120,17,Changeover,15.76,400.11
36506,2025-04-01,SKU016,PL02,WH02,L1,239,220,217,3,120,5,Material Wait,20.64,466.61
36507,2025-04-01,SKU019,PL02,WH02,L4,237,220,217,3,120,2,Material Wait,25.52,535.6
36508,2025-04-01,SKU022,PL02,WH02,L3,207,197,192,5,120,4,Changeover,30.39,430.36
36509,2025-04-01,SKU025,PL02,WH02,L2,246,227,221,6,120,9,Mechanical,16.71,442.87
36510,2025-04-01,SKU028,PL02,WH02,L1,225,209,201,8,120,9,Cleaning,21.1,406.02
36511,2025-04-01,SKU031,PL02,WH02,L4,254,220,214,6,120,15,Cleaning,25.48,507.77
36512,2025-04-01,SKU034,PL02,WH02,L3,249,209,201,8,120,18,Mechanical,29.87,401.0
36513,2025-04-01,SKU037,PL02,WH02,L2,260,249,244,5,120,4,Mechanical,19.26,582.3
36514,2025-04-01,SKU040,PL02,WH02,L1,203,166,160,6,120,18,Material Wait,23.64,377.23
36515,2025-04-01,SKU043,PL02,WH02,L4,217,209,206,3,120,4,Material Wait,28.03,476.45
36516,2025-04-01,SKU046,PL02,WH02,L3,225,196,189,7,120,17,Changeover,32.41,468.24
36517,2025-04-01,SKU049,PL02,WH02,L2,209,177,174,3,120,18,Material Wait,24.24,381.88
36518,2025-04-01,SKU052,PL02,WH02,L1,231,197,190,7,120,15,Cleaning,29.12,423.47
36519,2025-04-01,SKU055,PL02,WH02,L4,212,209,202,7,120,2,Material Wait,34.0,464.68
36520,2025-04-01,SKU058,PL02,WH02,L3,204,174,169,5,120,17,Mechanical,38.87,432.73
36521,2025-04-01,SKU003,PL03,WH03,L4,205,180,175,5,120,12,Changeover,14.55,433.22
36522,2025-04-01,SKU006,PL03,WH03,L3,247,220,215,5,120,10,Changeover,18.94,409.89
36523,2025-04-01,SKU009,PL03,WH03,L2,237,204,197,7,120,18,Changeover,23.32,391.3
36524,2025-04-01,SKU012,PL03,WH03,L1,256,258,249,9,120,0,None,10.17,530.73
36525,2025-04-01,SKU015,PL03,WH03,L4,223,203,200,3,120,8,Cleaning,19.01,486.39
36526,2025-04-01,SKU018,PL03,WH03,L3,236,224,219,5,120,6,Mechanical,23.89,562.74
36527,2025-04-01,SKU021,PL03,WH03,L2,202,177,171,6,120,13,Material Wait,28.77,367.73
36528,2025-04-01,SKU024,PL03,WH03,L1,212,174,168,6,120,17,Cleaning,14.14,331.32
36529,2025-04-01,SKU027,PL03,WH03,L4,204,193,191,2,120,1,Changeover,19.64,430.61
36530,2025-04-01,SKU030,PL03,WH03,L3,239,215,210,5,120,11,Changeover,24.02,551.94
36531,2025-04-01,SKU033,PL03,WH03,L2,256,219,214,5,120,15,Changeover,28.41,394.81
36532,2025-04-01,SKU036,PL03,WH03,L1,243,223,218,5,120,8,Cleaning,15.25,508.87
36533,2025-04-01,SKU039,PL03,WH03,L4,230,185,180,5,120,18,Changeover,22.18,456.27
36534,2025-04-01,SKU042,PL03,WH03,L3,242,204,199,5,120,13,Mechanical,26.56,520.26
36535,2025-04-01,SKU045,PL03,WH03,L2,226,200,193,7,120,14,Material Wait,30.95,397.25
36536,2025-04-01,SKU048,PL03,WH03,L1,243,223,216,7,120,5,Mechanical,17.79,505.73
36537,2025-04-01,SKU051,PL03,WH03,L4,218,213,206,7,120,5,Cleaning,27.49,497.48
36538,2025-04-01,SKU054,PL03,WH03,L3,246,199,196,3,120,17,Mechanical,32.37,464.68
36539,2025-04-01,SKU057,PL03,WH03,L2,215,191,186,5,120,14,Changeover,37.25,408.26
36540,2025-04-01,SKU060,PL03,WH03,L1,246,201,196,5,120,18,Material Wait,22.62,495.18
36541,2025-04-01,SKU002,PL04,WH04,L3,236,206,199,7,120,16,Changeover,13.09,505.86
36542,2025-04-01,SKU005,PL04,WH04,L2,219,216,209,7,120,1,Cleaning,17.48,524.24
36543,2025-04-01,SKU008,PL04,WH04,L1,240,205,198,7,120,13,Changeover,21.86,491.61
36544,2025-04-01,SKU011,PL04,WH04,L4,231,207,200,7,120,6,Material Wait,26.25,460.68
36545,2025-04-01,SKU014,PL04,WH04,L3,251,216,209,7,120,15,Mechanical,17.39,530.18
36546,2025-04-01,SKU017,PL04,WH04,L2,244,238,231,7,120,3,Changeover,22.26,587.0
36547,2025-04-01,SKU020,PL04,WH04,L1,246,245,238,7,120,2,Changeover,27.14,616.97
36548,2025-04-01,SKU023,PL04,WH04,L4,254,225,220,5,120,14,Material Wait,32.02,503.82
36549,2025-04-01,SKU026,PL04,WH04,L3,226,204,198,6,120,10,Mechanical,18.18,436.75
36550,2025-04-01,SKU029,PL04,WH04,L2,227,196,189,7,120,12,Changeover,22.56,361.46
36551,2025-04-01,SKU032,PL04,WH04,L1,236,224,216,8,120,4,Mechanical,26.95,481.09
36552,2025-04-01,SKU035,PL04,WH04,L4,230,202,195,7,120,10,Cleaning,31.33,515.39
36553,2025-04-01,SKU038,PL04,WH04,L3,252,234,227,7,120,6,Material Wait,20.72,471.06
36554,2025-04-01,SKU041,PL04,WH04,L2,216,192,187,5,120,12,Cleaning,25.1,400.09
36555,2025-04-01,SKU044,PL04,WH04,L1,246,210,203,7,120,17,Material Wait,29.49,510.51
36556,2025-04-01,SKU047,PL04,WH04,L4,252,247,240,7,120,1,Mechanical,33.87,605.34
36557,2025-04-01,SKU050,PL04,WH04,L3,256,230,223,7,120,8,Material Wait,25.87,582.96
36558,2025-04-01,SKU053,PL04,WH04,L2,222,196,192,4,120,11,Changeover,30.75,407.81
36559,2025-04-01,SKU056,PL04,WH04,L1,249,219,216,3,120,13,Mechanical,35.62,466.69
36560,2025-04-01,SKU059,PL04,WH04,L4,237,234,229,5,120,3,Material Wait,40.5,475.53
36561,2025-04-02,SKU001,PL01,WH01,L2,253,229,224,5,120,8,Changeover,11.63,482.95
36562,2025-04-02,SKU004,PL01,WH01,L1,252,216,213,3,120,14,Cleaning,16.01,402.81
36563,2025-04-02,SKU007,PL01,WH01,L4,240,230,225,5,120,7,Mechanical,20.4,530.48
36564,2025-04-02,SKU010,PL01,WH01,L3,226,216,210,6,120,1,Material Wait,24.78,545.63
36565,2025-04-02,SKU013,PL01,WH01,L2,233,190,185,5,120,16,Material Wait,15.76,389.05
36566,2025-04-02,SKU016,PL01,WH01,L1,244,237,229,8,120,1,Material Wait,20.64,527.75
36567,2025-04-02,SKU019,PL01,WH01,L4,235,207,201,6,120,8,Mechanical,25.52,393.31
36568,2025-04-02,SKU022,PL01,WH01,L3,238,209,205,4,120,12,Material Wait,30.39,384.53
36569,2025-04-02,SKU025,PL01,WH01,L2,211,188,182,6,120,15,Mechanical,16.71,469.21
36570,2025-04-02,SKU028,PL01,WH01,L1,218,208,205,3,120,5,Material Wait,21.1,454.0
36571,2025-04-02,SKU031,PL01,WH01,L4,255,222,215,7,120,16,Cleaning,25.48,541.06
36572,2025-04-02,SKU034,PL01,WH01,L3,224,184,179,5,120,17,Material Wait,29.87,413.77
36573,2025-04-02,SKU037,PL01,WH01,L2,200,169,165,4,120,17,Cleaning,19.26,335.95
36574,2025-04-02,SKU040,PL01,WH01,L1,239,213,206,7,120,9,Material Wait,23.64,419.9
36575,2025-04-02,SKU043,PL01,WH01,L4,220,177,173,4,120,18,Material Wait,28.03,338.29
36576,2025-04-02,SKU046,PL01,WH01,L3,207,180,177,3,120,14,Material Wait,32.41,423.46
36577,2025-04-02,SKU049,PL01,WH01,L2,226,195,188,7,120,16,Material Wait,24.24,418.11
36578,2025-04-02,SKU052,PL01,WH01,L1,247,215,210,5,120,17,Cleaning,29.12,420.84
36579,2025-04-02,SKU055,PL01,WH01,L4,228,207,204,3,120,4,Material Wait,34.0,497.05
36580,2025-04-02,SKU058,PL01,WH01,L3,213,207,202,5,120,1,Material Wait,38.87,536.32
36581,2025-04-02,SKU003,PL02,WH02,L4,254,212,206,6,120,17,Material Wait,14.55,411.34
36582,2025-04-02,SKU006,PL02,WH02,L3,236,192,189,3,120,16,Cleaning,18.94,440.89
36583,2025-04-02,SKU009,PL02,WH02,L2,207,173,170,3,120,16,Cleaning,23.32,415.62
36584,2025-04-02,SKU012,PL02,WH02,L1,257,250,246,4,120,1,Mechanical,10.17,540.81
36585,2025-04-02,SKU015,PL02,WH02,L4,201,169,165,4,120,15,Cleaning,19.01,349.29
36586,2025-04-02,SKU018,PL02,WH02,L3,239,200,197,3,120,15,Changeover,23.89,477.39
36587,2025-04-02,SKU021,PL02,WH02,L2,240,212,207,5,120,12,Cleaning,28.77,423.19
36588,2025-04-02,SKU024,PL02,WH02,L1,223,203,197,6,120,12,Cleaning,14.14,393.74
36589,2025-04-02,SKU027,PL02,WH02,L4,243,210,206,4,120,14,Mechanical,19.64,382.01
36590,2025-04-02,SKU030,PL02,WH02,L3,220,207,202,5,120,6,Changeover,24.02,395.99
36591,2025-04-02,SKU033,PL02,WH02,L2,259,225,218,7,120,15,Mechanical,28.41,486.67
36592,2025-04-02,SKU036,PL02,WH02,L1,253,233,226,7,120,8,Material Wait,15.25,512.16
36593,2025-04-02,SKU039,PL02,WH02,L4,233,198,193,5,120,17,Changeover,22.18,509.94
36594,2025-04-02,SKU042,PL02,WH02,L3,213,190,185,5,120,7,Changeover,26.56,398.36
36595,2025-04-02,SKU045,PL02,WH02,L2,229,221,217,4,120,1,Cleaning,30.95,413.04
36596,2025-04-02,SKU048,PL02,WH02,L1,203,193,189,4,120,7,Changeover,17.79,358.36
36597,2025-04-02,SKU051,PL02,WH02,L4,242,215,207,8,120,11,Material Wait,27.49,481.73
36598,2025-04-02,SKU054,PL02,WH02,L3,243,227,219,8,120,1,Mechanical,32.37,432.87
36599,2025-04-02,SKU057,PL02,WH02,L2,234,233,229,4,120,0,None,37.25,590.38
36600,2025-04-02,SKU060,PL02,WH02,L1,210,195,191,4,120,7,Material Wait,22.62,392.27
36601,2025-04-02,SKU002,PL03,WH03,L3,243,234,229,5,120,6,Cleaning,13.09,602.45
36602,2025-04-02,SKU005,PL03,WH03,L2,255,245,237,8,120,6,Cleaning,17.48,611.87
36603,2025-04-02,SKU008,PL03,WH03,L1,205,181,177,4,120,13,Material Wait,21.86,355.15
36604,2025-04-02,SKU011,PL03,WH03,L4,244,241,233,8,120,0,None,26.25,555.49
36605,2025-04-02,SKU014,PL03,WH03,L3,249,238,232,6,120,5,Changeover,17.39,456.83
36606,2025-04-02,SKU017,PL03,WH03,L2,238,205,198,7,120,13,Cleaning,22.26,486.46
36607,2025-04-02,SKU020,PL03,WH03,L1,231,223,216,7,120,0,None,27.14,540.93
36608,2025-04-02,SKU023,PL03,WH03,L4,238,196,189,7,120,18,Cleaning,32.02,498.32
36609,2025-04-02,SKU026,PL03,WH03,L3,215,183,180,3,120,12,Cleaning,18.18,390.32
36610,2025-04-02,SKU029,PL03,WH03,L2,257,232,229,3,120,6,Material Wait,22.56,566.64
36611,2025-04-02,SKU032,PL03,WH03,L1,223,207,200,7,120,8,Mechanical,26.95,467.17
36612,2025-04-02,SKU035,PL03,WH03,L4,233,205,202,3,120,15,Cleaning,31.33,418.41
36613,2025-04-02,SKU038,PL03,WH03,L3,201,190,184,6,120,3,Mechanical,20.72,468.6
